trans_period,DevelopmentRegion,RegionalDistrict,Municipality,no_mkt_trans,no_resid_trans,no_resid_acreage_trans,resid_comm_count,no_resid_farm,no_resid_fam,no_res_1fam,no_resid_strata,no_resid_non_strata,no_resid_other,no_comm_tot,no_comm_comm,no_comm_strata_nores,no_comm_other,no_recr_tot,no_farm_tot,no_unkn_tot,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT,no_foreign,sum_FMV_foreign,mn_FMV_foreign,md_FMV_foreign,add_tax_paid
2017-03-01,Vancouver Island/Coast,COMOX VALLEY,VILLAGE OF CUMBERLAND,16,16,0,0,0,1,10,0,0,5,0,0,0,0,0,0,0,6167840,385490,391450,52508,675,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,COWICHAN VALLEY,CITY OF DUNCAN,17,15,0,1,0,0,6,7,0,1,2,1,1,0,0,0,0,4744056,279062.1176,251900,63526.12,3038,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,COWICHAN VALLEY,DISTRICT OF NORTH COWICHAN,61,59,4,1,0,0,39,12,0,3,1,1,0,0,0,1,0,20901460,342646.8852,289000,296534.2,3653,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,COWICHAN VALLEY,DUNCAN RURAL,79,75,10,0,0,0,63,2,0,0,1,0,0,1,1,2,0,31434316.43,397902.7396,380000,453189.73,5198,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,COWICHAN VALLEY,TOWN OF LADYSMITH,21,21,0,0,0,1,17,3,0,0,0,0,0,0,0,0,0,7026300,334585.7143,345000,95153,3800,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,COWICHAN VALLEY,TOWN OF LAKE COWICHAN,11,11,0,1,0,0,6,2,0,2,0,0,0,0,0,0,0,2618900.19,238081.8355,238900.19,27980,1690,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,NANAIMO,CITY OF NANAIMO,255,247,1,4,0,2,154,60,1,25,8,6,0,2,0,0,0,110248100.5,432345.4923,379900,1628481.16,5100,NA,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,NANAIMO,CITY OF PARKSVILLE,70,65,0,0,0,0,39,20,3,3,1,1,0,0,4,0,0,25004688.11,357209.8301,353200,315070.51,4000,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,NANAIMO,DISTRICT OF LANTZVILLE (SD 69),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,NANAIMO,NANAIMO RURAL,54,51,16,1,0,0,33,0,1,0,1,0,0,1,1,1,0,23181983.33,429295.9876,355100,365216.33,5102,NA,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,NANAIMO,TOWN OF QUALICUM BEACH,27,26,1,0,0,0,18,6,0,1,0,0,0,0,0,0,1,12021629,445245.5185,405000,177353.08,5998,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,POWELL RIVER,DISTRICT OF POWELL RIVER,37,34,1,1,0,0,28,3,0,1,3,3,0,0,0,0,0,10557335.98,285333.4049,260000,145059.06,3196,NA,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,POWELL RIVER,POWELL RIVER RURAL,24,24,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4010050,167085.4167,126250,49681,1262.5,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,STRATHCONA,CAMPBELL RIVER RURAL,16,15,4,0,0,0,11,0,0,0,1,0,0,1,0,0,0,3283670,205229.375,189750,43338.7,2107.5,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,STRATHCONA,DISTRICT OF CAMPBELL RIVER,82,75,1,0,0,6,56,9,0,3,3,1,0,2,4,0,0,40035770,488241.0976,295050,695630.32,3635,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,STRATHCONA,VILLAGE OF GOLD RIVER,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,360427.15,180213.575,180213.575,NA,NA,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,STRATHCONA,VILLAGE OF SAYWARD,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,144800,72400,72400,NA,NA,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,STRATHCONA,VILLAGE OF TAHSIS,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129500,129500,129500,NA,NA,0,NA,NA,NA,NA
2017-03-01,Vancouver Island/Coast,STRATHCONA,VILLAGE OF ZEBALLOS,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,208000,104000,104000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Cariboo,CARIBOO,CITY OF QUESNEL,20,19,0,0,0,1,17,1,0,0,1,1,0,0,0,0,0,4138066.66,206903.333,179250,49262.67,1792.5,NA,NA,NA,NA,NA
2017-04-01,Cariboo,CARIBOO,CITY OF WILLIAMS LAKE,20,17,0,0,0,0,15,2,0,0,3,2,0,1,0,0,0,5847250,292362.5,252500,80753.5,3050,NA,NA,NA,NA,NA
2017-04-01,Cariboo,CARIBOO,DISTRICT OF 100 MILE HOUSE,7,6,1,0,0,0,4,0,0,1,1,1,0,0,0,0,0,3910000,558571.4286,360000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Cariboo,CARIBOO,DISTRICT OF WELLS,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10500,10500,10500,NA,NA,0,NA,NA,NA,NA
2017-04-01,Cariboo,CARIBOO,QUESNEL RURAL,53,43,22,0,0,0,21,0,0,0,0,0,0,0,0,10,0,6836237,128985.6038,80000,82206.94,800,0,NA,NA,NA,NA
2017-04-01,Cariboo,CARIBOO,WILLIAMS LAKE RURAL,73,58,24,0,2,0,32,0,0,0,3,2,0,1,3,9,0,13222219,181126.2877,160000,166183.41,1526,NA,NA,NA,NA,NA
2017-04-01,Cariboo,FRASER-FORT GEORGE,CITY OF PRINCE GEORGE,135,131,2,1,0,1,110,13,0,4,4,4,0,0,0,0,0,37217597.11,275685.9045,273500,434135.39,3130,NA,NA,NA,NA,NA
2017-04-01,Cariboo,FRASER-FORT GEORGE,DISTRICT OF MACKENZIE,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,901500,180300,165000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Cariboo,FRASER-FORT GEORGE,PRINCE GEORGE RURAL,37,32,25,0,2,0,5,0,0,0,1,0,0,1,2,2,0,7405165,200139.5946,127500,102349.15,1275,0,NA,NA,NA,NA
2017-04-01,Cariboo,FRASER-FORT GEORGE,VILLAGE OF MCBRIDE,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130000,130000,130000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Cariboo,FRASER-FORT GEORGE,VILLAGE OF VALEMOUNT,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,132400,66200,66200,NA,NA,0,NA,NA,NA,NA
2017-04-01,Kootenay,CENTRAL KOOTENAY,CITY OF CASTLEGAR,24,23,0,0,0,0,13,10,0,0,1,1,0,0,0,0,0,5746825,239451.0417,232500,71801.25,2650,0,NA,NA,NA,NA
2017-04-01,Kootenay,CENTRAL KOOTENAY,CITY OF NELSON,12,12,0,0,0,1,6,4,0,1,0,0,0,0,0,0,0,5033700,419475,359000,76674,5180,0,NA,NA,NA,NA
2017-04-01,Kootenay,CENTRAL KOOTENAY,CRESTON RURAL,14,11,4,1,0,0,6,0,0,0,0,0,0,0,0,2,1,3000214.29,214301.0207,95357.145,44785.39,953.57,0,NA,NA,NA,NA
2017-04-01,Kootenay,CENTRAL KOOTENAY,NAKUSP RURAL,6,6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,988300,164716.6667,120000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Kootenay,CENTRAL KOOTENAY,NELSON RURAL,28,26,11,0,0,0,14,1,0,0,0,0,0,0,2,0,0,7001228.57,250043.8775,246250,95627.28,2925,0,NA,NA,NA,NA
2017-04-01,Kootenay,CENTRAL KOOTENAY,TOWN OF CRESTON,9,6,0,0,0,0,4,2,0,0,3,2,0,1,0,0,0,2180738.1,242304.2333,235000,29022.38,2700,0,NA,NA,NA,NA
2017-04-01,Kootenay,CENTRAL KOOTENAY,VILLAGE OF KASLO,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120000,120000,120000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Kootenay,CENTRAL KOOTENAY,VILLAGE OF NAKUSP,6,5,1,0,0,0,4,0,0,0,1,1,0,0,0,0,0,1009900,168316.6667,134950,NA,NA,0,NA,NA,NA,NA
2017-04-01,Kootenay,CENTRAL KOOTENAY,VILLAGE OF NEW DENVER,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140600,140600,140600,NA,NA,0,NA,NA,NA,NA
2017-04-01,Kootenay,CENTRAL KOOTENAY,VILLAGE OF SALMO,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,251000,251000,251000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Kootenay,CENTRAL KOOTENAY,VILLAGE OF SILVERTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-04-01,Kootenay,CENTRAL KOOTENAY,VILLAGE OF SLOCAN,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15000,15000,15000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Kootenay,EAST KOOTENAY,CITY OF CRANBROOK,47,45,0,0,0,0,37,6,0,2,1,0,0,1,0,0,1,12536658,266737.4043,259999,162389.07,2940,0,NA,NA,NA,NA
2017-04-01,Kootenay,EAST KOOTENAY,CITY OF FERNIE,20,19,0,1,0,1,8,9,0,0,1,1,0,0,0,0,0,6580082,329004.1,253375,95441.64,3067.5,0,NA,NA,NA,NA
2017-04-01,Kootenay,EAST KOOTENAY,CITY OF KIMBERLEY,30,30,1,1,0,0,19,8,1,0,0,0,0,0,0,0,0,6008190.48,200273.016,130000,81076.9,1300,NA,NA,NA,NA,NA
2017-04-01,Kootenay,EAST KOOTENAY,CRANBROOK RURAL,10,10,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2507500,250750,267500,33135,3350,0,NA,NA,NA,NA
2017-04-01,Kootenay,EAST KOOTENAY,DISTRICT OF ELKFORD,9,9,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,1306500,145166.6667,126000,15225,1260,0,NA,NA,NA,NA
2017-04-01,Kootenay,EAST KOOTENAY,DISTRICT OF INVERMERE,11,11,1,0,0,0,7,3,0,0,0,0,0,0,0,0,0,2503750,227613.6364,224500,33452.5,2490,0,NA,NA,NA,NA
2017-04-01,Kootenay,EAST KOOTENAY,DISTRICT OF SPARWOOD,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,660366.67,220122.2233,290000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Kootenay,EAST KOOTENAY,FERNIE RURAL,9,9,2,0,3,0,3,1,0,0,0,0,0,0,0,0,0,2740921.35,304546.8167,299000,39049.21,3980,0,NA,NA,NA,NA
2017-04-01,Kootenay,EAST KOOTENAY,INVERMERE RURAL,37,33,1,0,1,0,14,17,0,0,0,0,0,0,4,0,0,7809600.6,211070.2865,175000,105191.47,1750,0,NA,NA,NA,NA
2017-04-01,Kootenay,EAST KOOTENAY,VILLAGE OF CANAL FLATS,3,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,691124.03,230374.6767,185000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Kootenay,EAST KOOTENAY,VILLAGE OF RADIUM HOT SPRINGS,9,8,0,0,0,0,0,6,0,2,0,0,0,0,1,0,0,1805619.49,200624.3878,275000,23465.92,3500,0,NA,NA,NA,NA
2017-04-01,Kootenay,KOOTENAY BOUNDARY,CITY OF GRAND FORKS,7,7,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1472400,210342.8571,240000,17723,2800,0,NA,NA,NA,NA
2017-04-01,Kootenay,KOOTENAY BOUNDARY,CITY OF GREENWOOD,5,4,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,480500,96100,116500,4805,1165,0,NA,NA,NA,NA
2017-04-01,Kootenay,KOOTENAY BOUNDARY,CITY OF ROSSLAND,14,14,0,1,0,0,10,3,0,0,0,0,0,0,0,0,0,3637800,259842.8571,247250,50023,2945,NA,NA,NA,NA,NA
2017-04-01,Kootenay,KOOTENAY BOUNDARY,CITY OF TRAIL,11,11,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1895966,172360.5455,192000,22577.58,1920,0,NA,NA,NA,NA
2017-04-01,Kootenay,KOOTENAY BOUNDARY,GRAND FORKS RURAL,41,36,7,0,2,0,13,13,1,0,1,1,0,0,2,2,0,13356204.76,325761.0917,230000,199492.1,2600,NA,NA,NA,NA,NA
2017-04-01,Kootenay,KOOTENAY BOUNDARY,TRAIL RURAL,24,24,10,1,0,0,11,2,0,0,0,0,0,0,0,0,0,6308100,262837.5,238550,81429,2397,0,NA,NA,NA,NA
2017-04-01,Kootenay,KOOTENAY BOUNDARY,VILLAGE OF FRUITVALE,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,537000,179000,160000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Kootenay,KOOTENAY BOUNDARY,VILLAGE OF MIDWAY,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,568600,142150,162500,NA,NA,0,NA,NA,NA,NA
2017-04-01,Kootenay,KOOTENAY BOUNDARY,VILLAGE OF MONTROSE,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,296200,148100,148100,NA,NA,0,NA,NA,NA,NA
2017-04-01,Kootenay,KOOTENAY BOUNDARY,VILLAGE OF WARFIELD,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,506000,168666.6667,190000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,FRASER VALLEY,CHILLIWACK RURAL,23,22,3,0,1,0,18,0,0,0,0,0,0,0,1,0,0,7497488.57,325977.7639,200000,103994,1825,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,FRASER VALLEY,CITY OF ABBOTSFORD,303,296,10,1,7,0,116,135,5,22,6,2,4,0,0,1,0,154074560,508496.8978,424900,2450932.12,6340,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,FRASER VALLEY,DISTRICT OF CHILLIWACK,262,258,5,3,4,2,122,82,1,39,2,0,2,0,0,2,0,114201990.3,435885.4592,377450,1613689.96,4420,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,FRASER VALLEY,DISTRICT OF HOPE,15,12,1,1,0,0,9,1,0,0,3,2,0,1,0,0,0,5023777,334918.4667,317000,73795.54,4340,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,FRASER VALLEY,DISTRICT OF KENT,19,17,0,2,3,0,6,5,0,1,0,0,0,0,0,2,0,11031150,580586.8421,390000,181103,5800,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,FRASER VALLEY,DISTRICT OF MISSION,94,94,4,20,0,0,59,9,0,2,0,0,0,0,0,0,0,41298355.99,439344.2127,418000,604503,5650,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,FRASER VALLEY,VILLAGE OF HARRISON HOT SPRINGS,11,8,0,2,0,0,3,1,1,1,0,0,0,0,3,0,0,3093352.38,281213.8527,192000,37348.52,1490,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,CITY OF BURNABY,257,247,0,1,0,0,73,166,2,5,9,5,3,1,0,0,1,545981745.5,2124442.589,628000,14069343.46,10800,7,55249668,7892809.714,610000,385959
2017-04-01,Mainland/Southwest,METRO VANCOUVER,CITY OF COQUITLAM,339,337,0,1,0,0,90,125,0,121,2,1,1,0,0,0,0,233687776.9,689344.4745,474900,4707209,7500,13,9248648.33,711434.4869,463000,926404.12
2017-04-01,Mainland/Southwest,METRO VANCOUVER,CITY OF LANGLEY,96,94,0,0,0,0,18,62,0,14,2,0,2,0,0,0,0,41047098.76,427573.9454,330000,545301.82,4120,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,CITY OF NEW WESTMINSTER,130,129,0,3,0,0,15,101,0,10,1,0,1,0,0,0,0,72890346.18,560694.9706,472000,1147450.92,7010,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,CITY OF NORTH VANCOUVER,110,105,0,0,0,1,14,58,2,30,5,1,1,3,0,0,0,87154067.5,792309.7045,626465,1470388.13,9970,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,CITY OF PORT COQUITLAM,102,101,0,0,1,0,32,67,0,1,1,0,1,0,0,0,0,62120857,609028.0098,543250,1133557.07,8050,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,CITY OF PORT MOODY,67,67,0,0,0,0,15,52,0,0,0,0,0,0,0,0,0,44204778.29,659772.8103,538000,859836.21,8760,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,CITY OF RICHMOND,490,475,0,0,1,5,115,244,10,100,15,3,11,1,0,0,0,450498486.5,919384.6663,600000,12419724.86,10200,42,48498875.95,1154735.142,605876.5,4075000.97
2017-04-01,Mainland/Southwest,METRO VANCOUVER,CITY OF SURREY,1011,989,4,2,1,2,379,463,12,126,21,6,12,3,0,0,1,690869499.1,683352.6203,530500,12453764.74,8200,13,10781985.71,829383.5162,535000,856692.43
2017-04-01,Mainland/Southwest,METRO VANCOUVER,CITY OF VANCOUVER,815,774,0,0,0,12,185,502,10,65,39,17,20,2,1,0,1,1155647414,1417972.287,822000,26972554.37,14600,12,19451000,1620916.667,1052622.5,2493709.5
2017-04-01,Mainland/Southwest,METRO VANCOUVER,CITY OF WHITE ROCK,58,57,0,0,0,1,21,33,1,1,1,0,1,0,0,0,0,53659904.8,925170.7724,498500,1032762.71,7970,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF BOWEN ISLAND,7,6,1,0,0,0,4,0,0,1,1,1,0,0,0,0,0,5325030,760718.5714,850000,94475.3,15000,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF DELTA,158,151,0,0,0,0,87,41,1,22,5,2,2,1,0,0,2,133000689.5,841776.5158,787250,2497914.9,13755,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF MAPLE RIDGE,186,185,3,1,0,0,88,66,18,9,0,0,0,0,0,1,0,104971624.4,564363.5722,490406.5,1780649.12,7529,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF NORTH VANCOUVER,88,88,0,0,0,0,48,36,0,4,0,0,0,0,0,0,0,108603514.7,1234130.849,1130000,2081192.14,20600,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF PITT MEADOWS,34,33,0,0,0,0,13,19,0,1,0,0,0,0,0,1,0,19226088,565473.1765,466000,316521.76,7320,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,DISTRICT OF WEST VANCOUVER,67,67,0,0,0,1,47,17,0,2,0,0,0,0,0,0,0,188817330.1,2818169.107,2428000,4905224.36,50840,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,LOWER MAINLAND RURAL,29,29,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,28942800,998027.5862,870000,662086,15700,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,MAPLE RIDGE RURAL,12,8,4,0,0,0,4,0,0,0,0,0,0,0,3,1,0,6151286.1,512607.175,398000,112566.17,5960,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,MUSQUEAM INDIAN BAND,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1240000,1240000,1240000,NA,NA,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,TOWNSHIP OF LANGLEY,248,241,16,0,3,0,101,86,1,34,5,2,3,0,0,2,0,222556763.1,897406.3029,667015,4171503.53,10100,6,7993350,1332225,877500,278779.5
2017-04-01,Mainland/Southwest,METRO VANCOUVER,UNIVERSITY ENDOWMENT LANDS,6,6,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,20684000,3447333.333,766500,552660,13330,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2517000,1258500,1258500,NA,NA,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1250000,1250000,1250000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,METRO VANCOUVER,VILLAGE OF LIONS BAY,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1260000,1260000,1260000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,SQUAMISH-LILLOOET,DISTRICT OF LILLOOET,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,547500,273750,273750,NA,NA,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,SQUAMISH-LILLOOET,DISTRICT OF SQUAMISH,64,54,0,0,0,0,27,24,1,2,1,1,0,0,8,0,1,36948425.95,577319.1555,487750,584184.13,7470.5,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,SQUAMISH-LILLOOET,DISTRICT OF WHISTLER,100,80,1,1,0,4,8,42,23,1,2,0,2,0,18,0,0,80477340.16,804773.4016,457000,1593806.41,7140,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,SQUAMISH-LILLOOET,LILLOOET RURAL,4,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,421500,105375,103333.335,NA,NA,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,SQUAMISH-LILLOOET,SQUAMISH RURAL,10,8,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,6154199.62,615419.962,547500,111122.01,8950,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,SQUAMISH-LILLOOET,VILLAGE OF PEMBERTON,22,18,1,2,0,0,3,10,0,2,3,0,0,3,0,0,1,7030260.35,319557.2886,323500,104257.6,4470,0,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,SUNSHINE COAST,DISTRICT OF SECHELT,32,30,1,0,0,0,24,4,0,1,2,1,0,1,0,0,0,17369221.9,542788.1844,500000,246744,7290,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,SUNSHINE COAST,DISTRICT OF SECHELT INDIAN GOV'T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,SUNSHINE COAST,SECHELT RURAL,38,37,10,0,0,0,26,1,0,0,0,0,0,0,1,0,0,18830957.8,495551.5211,325000,308359.58,4500,NA,NA,NA,NA,NA
2017-04-01,Mainland/Southwest,SUNSHINE COAST,TOWN OF GIBSONS,12,12,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,6062547.62,505212.3017,441000,90110,6220,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,BULKLEY-NECHAKO,DISTRICT OF FORT ST. JAMES,8,8,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1295500,161937.5,186250,14280,1900,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,BULKLEY-NECHAKO,DISTRICT OF HOUSTON,7,7,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1225700,175100,150000,13892,1500,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,BULKLEY-NECHAKO,DISTRICT OF VANDERHOOF,10,10,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2295142.86,229514.286,238571.43,28002.86,2771.43,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,BULKLEY-NECHAKO,SMITHERS RURAL,23,21,14,0,2,0,5,0,0,0,0,0,0,0,1,1,0,3988316.67,173405.0726,76900,56443.17,769,NA,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,BULKLEY-NECHAKO,TOWN OF SMITHERS,10,5,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,1865000,186500,195825,23350,2258.25,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,BULKLEY-NECHAKO,VANDERHOOF RURAL,15,13,7,0,0,0,6,0,0,0,0,0,0,0,1,1,0,2091340,139422.6667,140000,24363.4,1400,NA,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,BULKLEY-NECHAKO,VILLAGE OF BURNS LAKE,6,6,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,955320,159220,94000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,BULKLEY-NECHAKO,VILLAGE OF FRASER LAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,BULKLEY-NECHAKO,VILLAGE OF GRANISLE,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,34400,11466.66667,11000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,BULKLEY-NECHAKO,VILLAGE OF TELKWA,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2054500,205450,223750,23100,2475,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,KITIMAT-STIKINE,CITY OF TERRACE,19,16,1,0,0,0,14,1,0,0,3,3,0,0,0,0,0,6330400,333178.9474,286000,91259,3720,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,KITIMAT-STIKINE,DISTRICT OF KITIMAT,8,8,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,2053109,256638.625,262750,26592.18,3255,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,KITIMAT-STIKINE,DISTRICT OF NEW HAZELTON,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,85000,85000,85000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,KITIMAT-STIKINE,DISTRICT OF STEWART,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,KITIMAT-STIKINE,TERRACE RURAL,6,5,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,932500,155416.6667,106500,NA,NA,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,KITIMAT-STIKINE,VILLAGE OF HAZELTON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,NORTH COAST,CITY OF PRINCE RUPERT,20,17,0,0,0,1,14,1,0,1,3,3,0,0,0,0,0,9524533.33,476226.6665,310000,NA,NA,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,NORTH COAST,DISTRICT OF PORT EDWARD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-04-01,Nechako & North Coast,NORTH COAST,PRINCE RUPERT RURAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
